study_id,item_id,item_filename,item_cdn_url,participant_id,participant_external_id,participant_display_name,participant_tags,participant_quality_grade,participant_quality_grade_item,test_item_display_order,exposure_number,fixation_point_x,fixation_point_y,fixation_starts_at_ms,fixation_ends_at_ms,fixation_duration_ms,saccade_amplitude_percent,notes
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,cd9bfa97-8ee8-455f-9903-10032b8b86ed,,"Temp, Male, 21",,6,6,1,1,60.06109775641,42.948717948718,13937,14325,388,1.9011265248684,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,cd9bfa97-8ee8-455f-9903-10032b8b86ed,,"Temp, Male, 21",,6,6,1,1,62.158572330447,41.884329405163,14354,14727,373,16.510062940058,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,cd9bfa97-8ee8-455f-9903-10032b8b86ed,,"Temp, Male, 21",,6,6,1,1,81.082307449495,43.394009539843,14758,15000,242,,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,41.093921326754,79.403815528404,86,471,385,13.95306952556,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,46.960331552128,52.923045559764,504,900,396,1.8414415172696,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,48.029025372775,49.682948866977,918,1288,370,2.2045004151945,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,45.61279296875,51.012509313291,1321,1721,400,1.820409298266,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,43.557036135161,51.668818463833,1738,2121,383,4.8910347070358,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,49.149393629374,52.49677109638,2154,2552,398,2.8094731610425,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,52.362501503127,52.955271965689,2585,2976,391,8.1849606326649,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,42.971507511191,52.955244920799,2995,3391,396,4.9195038016526,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,48.317112241266,49.733815847097,3409,3791,382,3.0741003204429,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,51.691294374459,51.559876741216,3811,4202,391,2.0154772832741,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,49.382297444309,51.784546544312,4220,4617,397,6.2604609659439,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,42.27215692522,53.597793608073,4635,5017,382,3.4045375835708,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,46.158163667929,54.302774771525,5048,5434,386,2.2136288172025,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,48.102910028366,57.206900347091,5467,5864,397,6.5717850395401,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,55.042979909345,51.966568929974,5896,6288,392,1.4353009003283,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,53.489071457821,52.935877105799,6305,6697,392,6.6077824343803,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,46.448567708333,57.935598544974,6728,7115,387,25.723900696374,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,75.950741605038,59.436585240157,7132,7526,394,24.300401903492,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,48.643473496989,69.440206979269,7544,7944,400,4.5840052350623,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,53.865086336817,70.559700031328,7962,8347,385,2.0480724225805,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,51.526419942834,70.966799525047,8380,8767,387,6.8506349639857,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,56.287669435285,59.848788868115,8785,9181,396,3.6174463721556,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,52.138025217452,59.995791245791,9198,9584,386,0.51472221584129,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,52.658419434298,59.499421296296,9602,10002,400,2.3964768671343,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,55.407796878221,59.43839883386,10019,10411,392,2.9576707199107,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,58.473881924403,62.0237072277,10429,10825,396,3.6980640329316,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,54.434890979487,59.713075071148,10856,11246,390,2.6637107902682,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,51.995941634614,56.438923831502,11264,11663,399,1.7000175231295,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,50.311135442971,54.691701447344,11682,12066,384,3.7447808254559,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,46.110599108646,56.297581111569,12085,12483,398,4.7326627842271,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,51.438632981602,58.159628276816,12501,12890,389,2.3267475178191,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,53.214861253513,54.616667141338,12909,13307,398,1.9242834257894,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,51.369990287034,52.46054589599,13325,13725,400,1.4905502817547,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,52.351025191368,54.9508839667,13744,14144,400,4.4841411430808,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,50.663567365006,63.591350975939,14162,14558,396,2.6328113159015,
d99b4ce8-3bdf-4c5d-9976-0c54fce12711,82e9d0a5-b4cc-48e5-a947-33ddedcf0aef,keratoacanthoma_15703_lg.webp,https://d48dl6cezsco5.cloudfront.net/experiments/experiment_d99b4ce8-3bdf-4c5d-9976-0c54fce12711/project_lg_82e9d0a5-b4cc-48e5-a947-33ddedcf0aef.jpg?v=15.35.3,da1181a8-5d64-4690-9e8f-f0bf7d2ab39c,,"Temp2, Male, 20",,6,6,1,1,48.669611971421,67.625406132807,14588,14981,393,,
